sibling#n. 兄弟或姊妹
contrast#v.&n. 对比
relegate#v. 降级，贬谪
scarf#n. 围巾，头巾
bruise#v. 受伤，擦伤
lithe#adj. 身体柔软的；易弯曲的；动作轻巧自如的
astray#adj. 迷路的，误入歧途的
chastise#v. 严厉惩罚；谴责
halcyon#adj. 平静的；愉快的
luxuriant#adj. 繁茂的，茂盛的；华丽的；（须发）浓密的，健康的
maximize#v. 使增至最大限度
pregnant#adj. 怀孕的；意味深长的，耐人寻味的
unfold#v. 展开，打开；展现；讲述
offhand#adj. 不友好的；不礼貌的；漫不经心的
scurrilous#adj. 下流的；诽谤的
outline#n. 轮廓；梗概
silt#n. 淤泥，淤沙
arachnid#n. 蛛形纲动物
gloom#n. 阴暗，昏暗；忧郁，沮丧
exponent#n. 说明者；倡导者；指数
fast#adv. 快速地，紧紧地
quarry#n. 猎物
trepidation#n. 恐惧，惶恐
posture#v. 故作姿态
novice#n. 初学者，生手，新手；见习修士
choice#adj. 上等的；精选的
forecast#n. 预测
disseminate#v. 散布，传播
designer#n. 设计者
advertise#v. 做广告
monetary#adj. 货币的
behoove#v. 理应，有义务
hide#n. 兽皮
coop#n. （关家禽等的）笼子；栏舍
nostalgia#n. 怀念，怀旧
quash#v. 镇压；取消
pyromania#n. 纵火狂
elaboration#n. 详尽阐述
aspirant#n. 有抱负者
vandalize#v. 故意破坏；肆意捣毁
embed#v. 牢牢插入，嵌于
anticipatory#adj. 预想的，预期的
abstruse#adj. 难懂的，深奥的
reinstate#v. 恢复（原职）
jape#v. 开玩笑或讽刺
screw#n. 螺丝钉，螺旋；吝啬鬼
strive#v. 奋斗，努力
madrigal#n. 牧歌；合唱歌曲；情歌
braggadocio#n. 自夸，吹牛大王
resourceful#adj. 机智的
marital#adj. 婚姻的
traceable#adj. 可追踪的；由…造成的
instantaneous#adj. 立即的；瞬间发生的
intoxicate#v. （使）沉醉，（使）欣喜若狂；（使）喝醉
horn#n. 角，角质；喇叭
agitated#adj. 被鼓动的；不安的
panorama#n. 概论；全景
consistent#adj. 前后一致的
retort#v. 反驳
garrulous#adj. 饶舌的，喋喋不休的
cylinder#n. 圆柱体
needy#adj. 贫穷的，贫苦的
smattering#n. 一点点；少许
ostensible#adj. 表面上的
supremacy#n. 至高无上，霸权
abolish#v. 废止，废除（法律、制度、习俗等）
guise#n. 外表；外貌；伪装
persiflage#n. 挖苦，嘲弄；戏弄性的讲话（或文章）
integrate#v. 使成整体
modest#adj. 谦虚的；端庄的；适度的
frugal#adj. 节约的，节俭的
comport#v. 举止（以一种特殊方式表现）
piquant#adj. 辛辣的；开胃的；引人入胜的；刺激有趣的
extrapolate#v. 推测，推断
colossus#n. 巨人；巨型雕像
projectile#n. 抛射物（尤指子弹、炮弹），发射物
weird#adj. 古怪的，荒唐的
ambulatory#adj. （适宜于）步行的；流动的
myopic#adj. 近视眼的；目光短浅的
surmise#v. 推测；猜测
restitution#n. 归还；赔偿
uniform#adj. 相同的，一致的
craving#n. 渴望，热望
embroil#v. 牵连，卷入纠纷
exquisite#adj. 精美的；近乎完美的
irrevocable#adj. 无法取消的
augment#v. 增大，增值
screwdriver#n. 螺丝起子；改锥
igneous#adj. 火的，火成的
peek#v. 偷看；窥视
exclaim#v. 惊叫，呼喊
agglomerate#v. 凝聚，结块
outfox#v. 以机智胜过
gild#v. 镀金；虚饰
indigenous#adj. 当地的，本土的，土生土长的
factotum#n. 杂役，听差
want#n.&v. 缺乏，贫困，需要
fusion#n. 融合，合为一体；[物]核聚变；合成体
odds#n. 机会；可能性；几率
submit#v. 屈服；提交，递呈
exceptional#adj. 特别（好）的
gratify#v. 使高兴；令人满意；满足（愿望等）
malefactor#n. 罪犯，作恶者
wary#adj. 谨慎的，小心翼翼的
sensible#adj. 明智的；可感觉到的
homogenize#v. 使均匀；使类同
sage#n. 智者
entice#v. 怂恿，引诱
temporal#adj. 时间的；世俗的
accord#v. 同意；一致
stigmatize#v. 污蔑，玷污
torment#n. 折磨，痛苦
vituperate#v. 痛斥，辱骂
rustler#n. 偷牛（马）贼
contraband#n. 违禁品，走私货
throne#n. 宝座；王位
facilitate#v. 使容易，促进
shudder#v.&n. 战栗，发抖
convalesce#v. （病）康复，复原
hormone#n. 荷尔蒙，激素
autonomy#n. 自治，独立
fortitude#n. 坚毅，坚韧不拔
archipelago#n. 群岛
astrology#n. 占星术；占星学
apposite#adj. 适当的，恰当的
rescission#n. 废除
radius#n. 半径
roe#n. 鱼卵
isthmus#n. 地峡
balloon#v. 快速增加
lurch#v. 蹒跚而行，颠簸着行进；左冲右撞，摇摆不定
elucidate#v. 阐明；解释
goodwill#n. 友善；善意；亲善；信誉；商誉
opponent#n. 对手，敌手；反对者
largess#n. 赠送，赏赐；赠品；贺礼
transfuse#v. 输血；充满
principle#n. 原则，原理；道德准则
amity#n. （人或国之间的）友好关系
libertine#n. 登徒子；浪荡子；好色之徒
volition#n. 决断力，意志
fluorescent#adj. 萤光的，发亮的
trammel#n. 鱼网
fad#n. 时尚；一时的爱好
curriculum#n. （全部的）课程
jog#v. 慢而平静地前进
relinquish#v. 放弃，出让
apoplectic#adj. 中风的；愤怒的
sear#v. （以烈火）烧灼
apropos#adj.&adv. 适宜的（地）；有关
contemptible#adj. 令人轻视的
sequential#adj. 连续的，一连串的
feeble#adj. 虚弱的
pallid#adj. 苍白的，没血色的
pang#n. 一阵剧痛
ratiocination#n. 推理；推论
egregious#adj. （缺点等）过分的，令人震惊的
drizzle#n. 毛毛雨
amalgamate#v. 合并；混合
warrant#n. 正当理由；许可证
squint#v. 斜视
waylay#v. 埋伏，伏击
disquisition#n. 专题讨论；专题演讲
repartee#n. 机灵的回答
conquest#n. 征服；战利品
chagrin#v.&n. 失望，懊恼
whimsy#n. 古怪，异想天开
variance#n. 变化；不同
catalog#n. 目录；系列
epicure#n. 美食家
materialize#v. 赋予形体，使具体化；实现，出现
filter#v. 过滤
timely#adj. 适时的，及时的
fathom#v. 透彻理解；深入了解
surmount#v. 克服，战胜
citation#n. 引证，引用文，传票
microorganism#n. 微生物，细菌
combustible#adj. 易燃的；易激动的
calculating#adj. 深谋远虑的，精明的
legacy#n. 遗产；遗赠；（事件或历史的）遗留问题
philistine#n. 庸人，市侩
veracity#n. 真实性，诚实
hyphen#n. 连字号，连字符
criterion#n. 评判的标准，尺度
flick#v. 轻打，挥动
den#n. 兽穴，贼窝
grandiose#adj. 宏伟的；浮夸的
crag#n. 悬崖，峭壁
bugaboo#n. 鬼怪
tornado#n. 飓风，龙卷风
balmy#adj. （气候）温和的；芳香的
vitiate#v. 削弱，损害
contention#n. 争论；论点
alert#n. 警报
feud#n. 宿怨，不和
sully#v. 玷污，污染
chef#n. 厨师
quest#n. 追求，探索，寻找
compulsion#n. 强迫；难以抗拒的冲动
arson#n. 纵火，放火
verdict#n. 裁决，裁定
surrogate#n. 替代；代理
convoluted#adj. 旋绕的；费解的
empathy#n. 同感；同情；共鸣
carouse#n. 狂饮寻乐
anemic#adj. 贫血的，患贫血症的
remonstrate#v. 抗议；规劝
protuberance#n. 突起；瘤，结节
mournful#adj. 悲伤的
assent#v. 同意，赞成
modicum#n. 少量，一点点
thrash#v. 轻松击败；连续击打；猛烈摆动
bacteria#n. 细菌，培养基
logjam#n. 浮木阻塞；僵局，困局
unqualified#adj. 无资格的；无限制的，绝对的
scourge#v. 鞭笞，磨难；惩罚
bedraggled#adj. （衣服、头发等）弄湿的；凌乱不堪的
cavil#v. 挑毛病，吹毛求疵
decorum#n. 有礼；得体；庄重
subversive#adj. 颠覆性的，破坏性的
reprobate#adj.&n. 堕落的（人）
caulk#v. 填塞（隙缝使不漏水）
wont#n. 习惯，习俗
seasoned#adj. 有经验的，训练有素的
outskirts#n. 郊区；市郊
addendum#n. 补充，附录
fishery#n. 渔场；渔业
assured#adj. 自信的；确定的
recollection#n. 记忆力；记忆中的往事
entrepreneur#n. 企业家，创业人
servile#adj. 奴性的，百依百顺的
salmon#n. 大麻哈鱼；鲜肉色
muscular#adj. 肌肉的；强健的
motley#adj. 混杂的；杂色的
dent#v. 弄凹
mirage#n. 幻想；海市蜃楼
cram#v. 填塞，塞满；临时死记硬背
transmute#v. 变化，变形
excursion#n. 短途旅游
coven#n. （尤指十三个）女巫的集会；大聚会
refraction#n. 折射
belongings#n. 所有物，财产
quisling#n. 卖国贼，内奸
primp#v. （尤指对着镜子）精心打扮
elbow#n. 肘
inveigh#v. 痛骂，抨击
absolute#adj. 绝对的，完全的；无条件的
incongruity#n. 不协调，不相称
eccentric#n. 古怪的人
episode#n. 一段情节
boo#v. 作嘘声，嘘（某人）用嘘声表示不满、蔑视或反对
bowdlerize#v. 删除，删改
colossal#adj. 巨大的，庞大的
ennui#v. 使无聊
bankrupt#adj. 破产的，（名誉）扫地的
singe#v. （轻微地）烧焦，烫焦
protuberant#adj. 突出的；隆起的
impertinence#n. 无礼，粗鲁
retiring#adj. 隐居的，不喜欢社交的
penicillin#n. 盘尼西林，青霉素
accrete#v. 逐渐增长；添加生长；连生
culpable#adj. 应受责备的；难辞其咎的
ford#v. 涉水
assume#v. 假定
pierce#v. 刺透；给…穿孔；给…打眼；（声音）响彻
disaster#n. 灾难，大不幸
artifice#n. 巧办法；诡计
trickery#n. 欺骗，诡计
inclement#adj. （天气）恶劣的；严寒的
illustrious#adj. 著名的；卓越的，杰出的
hemorrhage#n. （尤指大量的）出血；失血
constrain#v. 束缚，强迫；限制
shunt#v. 使（火车）转到另一轨道；将…转移至别处
mallet#n. 木槌，大头锤
juvenile#adj. 少年的；（行为）幼稚的
fastness#n. 要塞，城堡
phoenix#n. 凤凰，不死鸟；起死回生的人（或物）
baton#n. 指挥棒（指挥家用）；警棍
phony#adj. 假的，欺骗的
jerk#v. 急拉，猛推；使猝然一动
pugnacious#adj. 好斗的
desirous#adj. 渴望的
makeshift#n. 代用品；权宜之计
jaunty#adj. 愉快的，满足的
derogatory#adj. 贬低的；贬损的
inflate#v. 使充气，使膨胀；物价上涨
debonair#adj. 风流倜傥的，温文尔雅的
lissome#adj. 敏捷的；柔软的；轻盈的
motility#n. 运动性
hack#n. 雇佣文人；供出租的骑用马
infantile#adj. 幼稚的，孩子气的；婴儿期的
manifold#adj. 多样的，各种各样的
cuddle#n.&v. 搂抱，拥抱
heretic#n. 异教徒
hull#v. 去（谷物、豆等的）壳
fantasy#n. 想象，幻想
linger#v. 逗留，留恋
mendacity#n. 虚假；撒谎
weary#v. 厌烦
lambaste#v. 痛打；责骂，训斥
coda#n. 乐曲的尾声
stab#v. 刺伤，戳
bud#n. 芽；花蕾
rescue#n.&v. 营救；救援；救助
astrolabe#n. 星盘（古代星位观测仪）
desultory#adj. 不连贯的，散漫的，漫不经心的
encounter#v. 遭遇，遇到
congeal#v. 冻结，凝结
infiltrate#v. 渗透，渗入
deranged#adj. 精神错乱的，有精神病的
porridge#n. 麦片粥；粥
epithet#n. （贬低人的）短语或形容词
ingenuous#adj. 坦率的，单纯的
backdrop#n. （事情的）背景，背景幕布
ken#n. 视野范围；知识范围
perjury#n. 伪证；伪证罪
debark#v. 下船，下飞机，下车，卸载
compassionate#adj. 有同情心的
lark#n.&v. 玩乐，嬉耍
unconscionable#adj. 无节制的，过度的
convoy#v. 护航，护送
ensign#n. （表示国籍的）舰旗；海军少尉
horrific#adj. 可怕的；令人震惊的；十分严重的
preamble#n. 序文；导言；开场白
smother#v. 覆盖；（使）闷死
wiretap#n. 窃听器；窃听
commit#v. 托付；承诺；犯罪
deaden#v. 减低某物的力量或强度
glucose#n. 葡萄糖
bullion#n. 金条，银条
refugee#n. 难民，流亡者
yarn#n. 纱线
conservatory#n. 温室；音乐学院
gist#n. 要点，主旨
gyrate#v. 旋转，转动；回旋；（价格、货币等）剧烈波动，起伏不定
intermission#n. 暂停；间歇；幕间休息
vilify#v. 辱骂，诽谤
barn#n. 谷仓，畜棚，畜舍，机器房
clarify#v. 澄清
additive#n. 添加剂
conventional#adj. 因循守旧的，传统的
belated#adj. 来得太迟的
chivalry#n. 骑士制度；骑士精神
intervene#v. 干涉，介入
bestial#adj. 野兽的，残忍的
repugnant#adj. 令人厌恶的
scutter#v. 疾走
grasping#adj. 贪心的，贪婪的
siren#n. 汽笛，警报器
procreate#v. 生育，生殖
ornithologist#n. 鸟类学家，鸟类学者
locust#n. 蝗虫
mantle#v. 覆盖
impenetrable#adj. 不能穿透的；费解的
marsh#n. 沼泽，湿地
spoke#n. （车轮上）辐条
jettison#n. 抛弃的货物
proclaim#v. 声明，宣布；显示
costume#n. 服装；剧装
limpid#adj. 清澈的；透明的
evolve#v. 使逐渐发展，进化
heckle#v. 诘问；对…起哄
swell#v. 肿胀，增强
offensive#adj. 令人不快的；得罪人的；冒犯的；唐突的
lapse#n. 失误；（时间等）流逝
florid#adj. 华丽的；（脸）红润的
embargo#n. 禁运令，封港令
conduct#n. 品德，行为  kənˈdʌkt v. 领导，引导
nimble#adj. 灵巧的，灵活的；机智的
flak#n. 高射炮；指责
shanty#n. 简陋的小木屋
warranty#n. 保证；保修单；有正当理由；批准
moralistic#adj. 道学的；说教的
analogous#adj. 类似的
prosecution#n. 起诉，检举；实行
canto#n. （长诗的）篇
intact#adj. 完整的，未动过的
sparse#adj. 稀少的，贫乏的
phenomena#n. （复数）现象
arresting#adj. 显著的，引人注意的
ire#v. 激怒
dynamic#adj. 动态的；有活力的
tined#adj. 尖端的；有齿的，有叉的
duct#n. 管道，槽
slaver#n. 口水
dishevel#v. 使蓬乱，弄乱
subsistence#n. 生存，生计；存在
abstemious#adj. 有节制的，节俭的
stanza#n. 诗节
installment#n. 分期付款
disclose#v. 揭露；泄露
hymn#n. 赞美诗，圣歌
spongy#adj. 海绵般松软而有弹性的
prim#adj. 极拘谨的；一本正经的；古板的；整洁的
accountability#n. 有责任，有义务
winding#adj.&n. 蜿蜒的，迂回的
amateurish#adj. 业余爱好的，不熟练的
vengeance#n. 报仇，报复
rustle#v. （使某物）发出轻而爽的声音
cavalier#n. 骑士，武士
tangle#n. 纷乱
solidarity#n. 团结，一致
icing#n. 糖衣，糖霜
sultry#adj. 闷热的；（人）风骚的
donor#n. 捐赠者，赠送者；献血者
orchard#n. 果园
incandescence#n. 白炽，炽热发光
dignitary#n. 高贵的人，高官
enslave#v. 奴役
restraint#n. 克制
folly#n. 愚蠢；愚蠢的行为
dwelling#n. 住处，居所
dissimulate#v. 隐藏，掩饰
divulge#v. 泄露，透露
ratification#n. 正式批准
ancestry#n. 家系
gynaecocracy#n. 妇女当政
responsive#adj. 敏感的，反应快的
disperse#v. 消散，驱散
relenting#adj. 减弱的，怜悯的
segment#n. 部分
spineless#adj. 没骨气的，懦弱的
sere#adj. 干枯的，凋萎的
potpourri#n. 混杂物；杂烩；集锦；百花香
mutton#n. 羊肉
fleet#v. 疾驰；掠过
finesse#n. 技巧；计谋；手段
violet#n. 紫罗兰
coagulation#n. 凝固，凝结
ceramic#adj. 陶器的
homograph#n. 同形异义词
tremendous#adj. 惊人的；巨大的
forward#adj. 过激的，鲁莽的
brat#n. 孩子；顽童
vibrancy#n. 生机勃勃，活泼
nethermost#adj. 最低的，最下方的
forbearance#n. 忍耐；克制
ore#n. 矿，矿石
tally#v. （使）一致，符合
adjourn#v. 使延期，推迟；休会
pervade#v. 弥漫；渗透
cumulus#n. 积云
convex#adj. 凸出的
malice#n. 恶意，怨恨
versemonger#n. 拙劣诗人，打油诗人
insomnia#n. 失眠症
hysteria#n. 歇斯底里；[医]癔病；（一群人的）情绪失控
plod#v. 沉重缓慢地走；缓慢地进行
inappreciable#adj. 微不足道的
inflamed#adj. 发炎的，红肿的
glade#n. 林中的空地
revelry#n. 狂欢
nasal#adj. 鼻的；有鼻音的
auricular#adj. 耳的，听觉的
grind#v. 磨碎，碾碎；把…磨锋利
harsh#adj. 严厉的；粗糙的；恶劣的；刺耳的；残酷的
riffraff#n. （贬）乌合之众，流氓
exorbitant#adj. 过分的，过度的
doyen#n. 老前辈，元老
ambivalence#n. 矛盾心理
splint#n. （固定断骨的）夹板，托板
extemporaneous#adj. 即席的，没有准备的
ornithology#n. 鸟类学
dissociation#n. 分离，脱离关系
occurrence#n. 事件；发生
sling#n. 吊腕带，吊索
wince#v. 避开，畏缩
sensitive#adj. 敏感的
abrogate#v. 废止，废除
jaded#adj. 疲惫的；厌倦的；（胶卷）暴光过分的
tremor#n. 震动，轻微地震
ooze#v. 渗出；冒出；凸显，洋溢（特性或特点）
impediment#n. 妨碍；阻碍物；（言语）障碍
wholesome#adj. 促进健康的
octogenarian#n. 80～89岁的老人
broil#v. 烧烤
rubicund#adj. （脸色）红润的
listless#adj. 无精打采的；倦怠的
resonant#adj. （声音）洪亮的；共鸣的
hieroglyphic#n. 象形文字
invulnerable#adj. 无法伤害的
dismay#v. 使…沮丧，使…惊愕
hemophilia#n. 血友病，出血不止病
levee#n. 堤，堤岸；招待会
sacrilegious#adj. 亵渎神圣的
interweave#v. 交织，编结
parallel#v. 与…相似；与…相当
tag#n. 鞋带；附属物，标签
hypothetical#adj. 假设的
quibble#n. 遁词；吹毛求疵的反对意见
reside#v. 居住
armistice#n. 休战，停战
coterie#n. （有共同兴趣的）小团体
bliss#n. 狂喜；福佑，天赐的福
impolitic#adj. 不智的，失策的
impair#v. 损害，削弱
pandemic#adj. （病）大范围流行的
convey#v. 运载，运送；表达
articulate#v. 清楚说话
elixir#n. 万灵药，长生不老药
howler#n. 愚蠢的错误；低级错误
snug#adj. 温暖的，舒适的
vagrancy#n. 流浪；漂泊
